reviews,movie_id,usernames,ratings,binary_rating
"> With great power, comes great responsibility !Best spider man movie I have ever seen. Literally got chills watching it cinema hall. Cinema hall turned into stadium. The screams, the excitement, the hype - all about it is amazing in it's own way. A total fan service.",634649,sauceopet,10.0,Positive
"Wow! Loved it!I'd recommend not reading any reviews if you plan to watch it - I didn't and I'm sure glad I didn't! Spoilers inbound!Where to begin? I was not expecting to love this film as much as I do! It surpassed my expectations in every way possible, to the point that I'd say it beats 'Avengers: Endgame' as my favourite production from the MCU. This is a next level superhero movie, it's easily the most I've consistently enjoyed a film in this series and genre - no question.The cast are all outstanding, it's ace how they work everyone in from previous iterations of 'Spider-Man' - even away from the main universe. Seeing Tom Holland, Andrew Garfield and Tobey Maguire together onscreen as Peter Parker is tremendous. The film does it in the perfect way, at no point does it feel forced or needless and the humour between the trio is excellent; in fact, the whole film is funny when it intends to be.Zendaya, Benedict Cumberbatch, Jacob Batalon (his best showing of the trilogy), Jon Favreau and Marisa Tomei also add positives things to this 2021 film. Jamie Foxx, Alfred Molina and, most pleasing for me, Willem Dafoe all reprise their characters from past releases and are all a joy. I'm a fan of Dafoe so was particularly happy to see him reappear.Onto what we see onscreen. The plot is great and I wouldn't change anything about it, there is one or two things that I had question marks about whilst watching but those quickly dissipated. The pacing is top notch and the music is superb, the respective screen times of everybody was pinpoint and, along with the already noted humour, the film also packs a punch on a more serious level to boot.This really is top tier Marvel! Would watch again, would recommended etc. Awesome!",634649,r96sk,10.0,Positive
"This is the perfect Marvel movie that isn't an Avengers film. It pays off everything thing it builds up, corrects previous misgivings and really gets the character of Spider-Man right. All while setting things up in an interesting way that it's bound to be fresh next time out. Absolutely loved this.",634649,CanadianOranges,10.0,Positive
Good addition to the Spider-Man franchise and a quasi-reset. Fun seeing the old guard in here with Maguire and Garfield along with their foes and at least their inclusions didn't feel as forced as I feared when this movie was first announced. The relationship between Tom Holland and Zendaya worked better than in Homecoming and even Far From Home. Will be interesting to see where the series goes from here. **4.0/5**,634649,JPV852,8.0,Positive
"This movie brings it from start to finish, there is not a dull moment in this film, and we truly see the birth of a new Spider-Man. As a superhero and MCU fan, this is a much watch and breaks open the multi-verse entirely. A welcomed addition to the fresh new phase four of the MCU.**Verdict:** _Excellent_",634649,TitanGusang,9.0,Positive
I like it,634649,YourAustin,10.0,Positive
"**One of Marvel's absolute best!**Watching No Way Home felt like my childhood and my adulthood were embracing each other in a warm, friendly hug. The nostalgia was brilliantly balanced with advancing Tom Holland's Spider-man and developing his character. Andrew Garfield's Spider-man also received some long-awaited closure after an abrupt end to his story. The effects, action, and humor all reinforced a heartfelt film focusing on the characters' processing of loss and grief.",634649,mooney240,10.0,Positive
"Spider-Man: No Way Home is like the proverbial blind squirrel that finds a nut every now and then, except that it doesn’t so much find them as it steals them from another squirrel’s hoard. The massive combined gravitas generated by Willem Dafoe, Alfred Molina, and Jamie Foxx would be enough to save any other movie; the problem is that this film is not theirs to save, and it’s barely a film at all to begin with – it’s more like the superhero equivalent of that Pink Panther movie they made with spare parts from previous Pink Panther movies.If I want Willem Dafoe as the Green Goblin, why not just revisit 2002’s Spider-Man? Similarly, if I have a hankering for Alfred Molina as Doc Ock, why not just rewatch 2004’s Spider-Man 2? The latter was, according to Roger Ebert, “the best superhero movie since the modern genre was launched with ""Superman""”. How the mighty have fallen. It’s great to see Dafoe and Molina sharing screen time, but once the novelty – or rather the nostalgia – wears off, we are left with only a reminder of how comparatively superior Sam Raimi’s trilogy was, as well as a testament of how downhill things have gone since then.When Molina finally arrives, following an excruciatingly dumb, seemingly endless first half hour, he does so like a godsend; unfortunately, as much as we welcome the company of someone with a gleam of intelligence in his eyes, Doc Ock’s edge has been dulled by poor stylistic choices – first, his mechanical tentacles are 100% computer-generated (as opposed to Spider-Man 2, which used CGI to enhance, but not fully replace, a set of prop tentacles), and second, Molina was digitally de-aged (as was Dafoe), though in this case, unlike for example The Irishman, the unintended uncanny valley effect might have been a blessing in disguise; after all, Doc Ock is supposed to be a comic book villain, so that grotesqueness actually becomes him.All things considered, everything and everyone endemic to the MCU Spider-Man is as flat and artificial as cardboard (our sympathy inevitably lies with the villains because, goblins and octopuses though they may be, they remain at all times more human – and certainly have a cleverer sense of humor – than any of the heroes with the exception of Tobey Maguire, and while Spider-Man may prevail over Norman Osborne, Dafoe totally obliterates Holland in terms of acting); at the same time, all the best parts are almost exclusively lifted from the work – and not even the best work at that – of a much more talented filmmaker. To put it bluntly, Spider-Man: No Way Home has absolutely no reason for being.",634649,tmdb28039023,1.0,Negative
"**FABULOUS 🥇🥇🥇🥇 . . . . And , Oh , Yes . . . . Hans Zimmer's Score's Already Got ""OSCAR"" Written On It 😉 ; & EXPECT A WHOLE "" HOST OF OTHER _MAJOR_ NOMINATIONS - AS WELL ""**This Is A **- _B I G_ -** Screen - MINI - Review. Picture Viewed Oct. 07, 2021 ; At Vox Cinemas , U . A . E______________________________________________________Paul Atreides : "" Fear is the mind-killer. Fear is the little death that brings total obliteration. I will face my fear, and I will permit it to pass over me. When the fear has gone, there will be nothing. Only I will remain "".______________________________________________________**1.** If you're  one of the -Millions- of people around the world who loved Denis Villeneuve's hauntingly riveting 2015 thriller 'Sicario', ( yours truly included ) ; then strap in for 'one hell of an Interstellar ride, with an -{ EQUALLY }- **"" INTERSTELLAR 🌠 ""** CAST . . . . that -literally- presents itself like a Who's-who of Hollywood's ""Best, And Brightest"". This time around, the unequivocally -{ Prolific }- Academy Award nominated French Canadian director has taken acclaimed American author Frank Herbert's 1965 sci-fi thriller, ( once touted as the world's -Best- selling science fiction novel ), & turned it into a veritable masterpiece of a movie. -Make Sure- to 'keep a special eye out' for Rebecca Ferguson's completely ""Stunning"" portrayal of 'Lady Jessica Atreides' . . . . I can promise that you most certainly -Will Not- regret it. **2.** Almost needless to say, the Music, Acting , Cinematography 🔥 , Art-direction, C.g.i, Dramatic pacing & the sprawling, lavish Set-pieces are all, well . . . -{ "" Past Compare "" }- .When it comes to 2021's cinematic 'big budget"" smorgasbord : if you want to see the -Very- best Popcorn Flick ""Sensation"" of the year, it's most unequivocally going to be Bond 25 : 'No Time To Die'. But, on the -other- hand, if you're more in the mood for some -equally- magnificent **""Artfilm Meets Blockbuster"" ( no seriously )** fare . . . that may -Well- hold you in a state of 'Absolute Rapture' from start to finish, then 'Dune' should most -Definitely- be your first choice. Just make sure to come to said movie with a { Genuinely } open and unbiased --- Heart , And Mind 🙃 . **3. "" Final Analysis "" :** The only -{ Pronounced }- lack you will feel, if any at all, is that of -{ Humour }‐ . . . . especially if you're someone who enjoys their big screen delights served with, well, a ""generous"" side of unrestrained -Mirth- . I counted -Literally- only about ""3.5"" barely plausible funny moments in the -Entire- flick. But the obvious reason for that is : it simply -Wouldn't- have worked within this sort of a 'Deadly Serious' dark, dramatic, & super futuristic setting ( 10,191 ""a.g"", to be precise ). So, having taken -that- aspect of the production into consideration ; it really ended up -_NOT_ - bothering me very much, AT ALL. Thus, in sum . . . . I was utterly **-{ MESMERIZED }-** by "" Dune : Part 1 "" and hence ; I chose to give it a **"" Wholehearted, Adoring, MEGA-APPRECIATIVE 13 Marks Out Of 10❗"" .**",438631,Radio1'sMr.Movie!-MadAmi🌠,10.0,Positive
The worst movie I've ever seen. Don't waste your time.,438631,iamhabenula,1.0,Negative
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/dune-spoiler-free-review""Dune sets the new standard for epic cinema with eyegamic visuals, powerful sound design and score, and a compelling story told surrounded by an absolutely massive scale.Denis Villeneuve adds yet another audiovisual masterpiece to his filmography, despite some narrative-pacing issues due to the heavy exposition and repetitive yet crucial dream sequences. Timothée Chalamet and Rebecca Ferguson stand out in a stellar cast, where everyone delivers performances no short of impressive.From the remarkable character work to the constantly captivating interactions, without forgetting the spectacle of the riveting action/war scenes, the extremely layered screenplay is beautifully translated to the big screen, where every viewer should definitely go to watch this movie.Finally, don't forget that epic sci-fi/fantasy films are quite rare, so enjoy them as much as you can when they come out, instead of worrying about the comparisons with other sagas.There's enough space to love them all.""Rating: A-",438631,msbreviews,8.0,Positive
"I'll open by saying I am not a fan of Villeneuve. In fact, I think he's a hack whose only genuine talent is making stupid people falsely think they are actually quite smart. I am also a HUGE Dune fan. They have been my favourite series of books since I first discovered them as a teenager. So although I hoped for the best with this, I was expecting the worst. What I got was somewhere in the middle. It's an OK movie, not great, thankfully not terrible, but OKIt got some things right the 1984 Lynch version got wrong, but still somehow managed to get other stuff wrong (including stuff Lynch got right). It was also a surprise how much Villeneuve just lifted directly from the Lynch film, both visually and auditorily.The wardrobe choices were a huge disappointment. If you didn't know the time setting, going just on the clothes in the new Dune you'd be forgiven for thinking it was set a mere forty or fifty years (if that) in the future rather than the twenty thousand years in the future when it's really set. The Lynch stillsuits look futuristic, unworldly, and something that really would keep you alive in the deep desert. The new desert wear looks like they are just going to go dirt biking for an hour or two in our present-day world.The casting (completely ignoring the pointless gender swap) was good, However, with the exception of Paul, Chani, and Rabban the original casting was all better. But the original (apart from the odd decision to use the totally unsuited Kyle MacLachlan) was a masterclass in how to cast the perfect people for the role.Anyway, enough of the comparisons, This film is about the first two-thirds of the first novel. I always thought the story would be better told via a big-budget TV series (or even mini-series) rather than a standalone movie. I still think what they tried to cover here was too much for a single movie, but it was a step in the right direction.The film mainly sticks to the book story but does make some needless changes, the most obvious of which being the changes made to both the gender and story of Liet Kynes, which in turn impacts the story of Chani. Most other changes are small and mainly insignificant though.The film being filmed in Norway, Jordan, and Abu Dhabi looks fantastic and very well suited to the large screen. And it's clear a great deal of time, effort, and money was put into the sets that looked equally good as the places they were meant to be.The acting was of a suitably high standard, but unfortunately, many of the Dune names and terms were horribly mispronounced. That and the Hans Zimmer fart that is played constantly throughout the soundtrack is likely to pull people out of their emersion in the movie.I was also somewhat surprised by what was left out, OK the source material is VERY dense and obviously some needed to be cut, but I don't really think it's made clear just how crucial melange is to the functioning of the empire and society as a whole. Also what (and why) mentats are is largely ignored, you may think that isn't overly important, but it is at the core of how many things are done in the Dune universe.Over all, it's not a bad movie. Despite its flaws, I still think the 1984 Lynch version is better though.",438631,Mex5150,4.0,Negative
"I read Frank Herbert's book, Dune, when I was in high school and really don't remember it much except that it was great and a little scary. At that age, I probably didn't get the subtext message.I never saw any movies of it so I decided to watch both the 1984 Dune by David Lynch and the 2021 Denis Villeneuve version sequentially. I'm going to talk about both of them here.This may not be a popular opinion: Lynch's version is **brilliant** and the Villeneuve Dune is absolute **shit**. Here's why:First, is the Villeneuve Dune slick? Yes, absolutely. I should hope so considering it's nearly 40 years after Lynch did his, for crissake.Are the character's in David Lynch's version kitschy and over the top? Yes! That's one reason it's so much better! It's Sci Fi, duh! You watch Marvel movies and suspend disbelief for incredible, imaginary super powers? All of Lynch's characters are downright gritty and believable within this particular surreal fantasy.By the end of the Lynch Dune, I had sympathy for nearly every character in the film. Even the villains caught my emotions. Paul Atreides character development was realistic and attractive.Villeneuve's characters? I felt like my neighbor came over and asked, ""Hey, can you come to watch my kid's junior high school play?"" ""Sure, Denis, just let me fill my 1-liter flask with tequila first.""Villeneuve's characters were so damned flat and lifeless that they evoked NO emotional response whatsoever. Although I occasionally sit through a bad flick, I can't remember recently watching a movie as awful character-wise, as the 2021 Dune. If I were an actor on that set, I would be silently screaming. How does a director even do this?Oh, and where's the creativity? It's 46 years since George Lucas founded Industrial Light & Magic, and Denis can't create one single, new, goddamn space machine 46 years later? (One could argue the hummingbird copter is new, but it's not so creative when you realize that we didn't even know how hummingbird wings actually worked until this millennia.)But here's the real clincher: the screenplay. David Lynch gave us a complete story. Sadly, he didn't have the final cut and disowned his film when the critics panned it. Despite the fact that Lynch is a true artist and genius, the studio took 45 minutes out of the film. 45 minutes! Even ruined by the studio, even 40 years later, Lynch's film has a clear vision and carries the timeless message that Frank Herbert intended. I would LOVE to see the original cut!Villeneuve, on the other hand, stopped abruptly in the middle of the book. I now realize that Denis is not about the story. Denis is all about the franchise money, and that sucks. As a result of the bad screenplay, this 2021 version doesn't even carry the socio-political statement it was supposed to have. I want my 155 minutes back.I don't watch Part 2s, especially when it comes to void-of-creativity and void-of-character-development Hollywood movies. You can take your bad franchise and shove it up your sci fi black hole.Admittedly, I loved Blade Runner 2049, but this is so disappointing, I may never watch another Villeneuve film again. Do yourself a favor and see David Lynch's version of Dune.",438631,badelf,2.0,Negative
"This newest adaptation of the classic Frank Herbert novel (which I've never read) has the usual amazing visuals director Denis Villeneuve is known for alongside great cinematography from Greig Fraser (Rogue One, upcoming The Batman) plus the incredible and bombastic score by Hans Zimmer has the technical aspects but void of any real emotion behind the story and, especially, characters.I couldn't find much wrong with the performances but nobody really wowed me despite having talents like Oscar Isaac, Josh Brolin, Javier Bardem, Jason Momoa and Rebecca Ferguson, I didn't think anybody stood out, and that includes Timothée Chalamet in the lead role. I can't say this was at all bad and have some mild interest in part two, but, and this says a lot about Villeneuve's great career, this is one of his lesser films. I'll probably at some point give this another watch, especially when/if part two comes out (who knows when that will be). **3.75/5** (rounding it, I was debating 3.5 or 4, went with the latter)On the plus side, it is much better than the 1984 adaptation.",438631,JPV852,8.0,Positive
"I was really eager to watch this movie and at the same time a wee bit concerned because I knew that I would be hugely disappointed if it turned out to be another movie massacring a classic source material.I have to admit that it was a very long time since I read the Dune books but I have to say that the movie was mostly true to the books, as I remember them, and also reasonably free of agenda driven rubbish apart from the odd replacement of some characters with “gender correct” ones for no real good reason.There is really not much point in me saying much about the story. It should be well known for any science fiction fan and it is a great story and really good material for a big screen movie despite some “critics” at Rotten Tomatoes moaning about it and calling it unwieldly etc. Probably too big a book with too many words for the small, agenda driven, brains of Rotten Tomatoes “critics”. No surprise there.The movie as a whole is wonderful to watch, the scenery is oftentimes very beautiful and the décor, the buildings, the machinery is very well done. I was surprised that the world of Caladan was portrayed as a rather austere Scottish looking landscape but after getting over the initial surprise it worked very well actually.I also like that the Harkonnen, especially the Baron, are not turned into some exaggerated comical figures but, although disgusting and despicable, they are actual humans.Overall the casting was quite good and everyone played their roles well. At the beginning I felt that Paul was a bit too wimpy, from what I remember of the book he was quite well trained and skilled already from the start, but he picked up as the movie went along.It is a science fiction, borderline fantasy, movie so there should be some special effects, right? This is a difficult movie to make special effects for since this universe is a weird mix between futuristic science fiction, fantasy elements and old-fashioned traditions.I have to say that they succeeded quite well though. The atmosphere felt just right, ships, spice harvesters, buildings looked cool and fitting the story. The way they implemented the personal shields was very nice. They didn’t go overboard on special effects and weird designs. The ornithopter was of course totally ridiculous from a scientific point of view but at least it looked pretty cool.If I should complain about something, although that is not the fault of the movie but of the source material, I have never understood how, in a universe which is obviously driven by hidden agendas, machinations and assassinations, the Atreides could just pick up everything, leave their home and put all their important eggs in one basket at Arrakis.One more small thing that I could complain about would of course be that we now have to wait two years, from what I have read, until we get to watch the next movie to get to the part were the really cool stuff happens.Bottom line, this was movie is definitely in there vying for the title “best movie that I have watched this year”.",438631,Dark Jedi,10.0,Positive
"‘Dune’s massive scope tends to overshadow its storyline and characters, but in return we get a great cast and stunning visuals, leaving us hoping the second chapter will be able to live up to the expectations.8/10",438631,AstroNoud,8.0,Positive
"_Dune_ was a massive undertaking due to the sheer amount of lore and political backstory director Villeneuve had to fit in a two-and-a-half-hour run-time, but I am happy to say it was executed brilliantly.The story of _Dune_ is incredibly deep, there are so many layers of political factions and relationships that it can get quite confusing at times. I had to constantly be looking up specific individuals and their ties to each other to understand the minor nuances of the story. Despite that fact, Villeneuve is still able to deliver a coherent narrative that will allow the majority of the audience to understand the overarching plot. After the buildup of the first act, the story gets cooking, and I was utterly invested.There is an incredible atmosphere present in this film. It begins as a Sci-Fi epic, following a house starting anew on a fresh planet and a new industry to conquer. You can feel the optimism and the sense of discovery in the shots due to the interesting angles, lighting, and a brilliant soundtrack composed by Hans Zimmer. But as the narrative evolves so does the tone, as a thick fog of helplessness bleeds on to the screen and you can feel the dread form. This tone was quite refreshing in today’s blockbuster cinema, as each movie needs to incorporate a vast amount of unnecessary comedy to appeal to the broader audience. Dune is unapologetic about what the story is trying to deliver and gives you exactly what it wants without any concessions.The visuals are stunning throughout the entire runtime. One of my favorite scenes was during the spice extraction visit. I loved the blend of realism that was used in this Science Fiction setting. The ships and equipment look like they could exist in our own world with a few technological advancements. The fight choreography is really well done, especially the hand-to-hand combat. The final scene was epic, each fist and punch were so sharp and calculated, it was really impressive to watch in the age of jump cut action.The acting is perfect throughout the film, I really cannot point to any one character that felt off or out of place. Timothee Chalamet did an incredible job as the lead man. He delivered a heartfelt performance and evolved throughout the entire film into the confident leader the story crashendos on. Rebecca Ferguson, Oscar Isaac, and Josh Brolin all did great jobs as well. I really brought the somewhat complex nature of Lady Jessic and Duke Leto, they had really great chemistry with themselves and with their son. Stellan Skarsgard had my favorite performance of the entire film. I felt entirely disgusted everytime he was on the screen, and he made the hairs on the back of my neck stand tall. He is truly a man poisoned by greed and will not stop at anything on his path to fortune. Jason Momoa does a fantastic job here too. I felt he really fit his role and his lines were delivered effortlessly, much better than his performance in the DCEU._Dune_ delivers a fantastic Sci-Fi epic that gave me everything I was looking for and I will be eagerly awaiting the sequel's release.**Score:** _88%_**Verdict:** _Excellent_",438631,TitanGusang,9.0,Positive
"**Overall : Dune creates a universe and characters at an epic scale similar to Star Wars. For sci-fi fans, cinema fans, and fans of incredible special effects, Dune is a must-see.**Probably the most visually stunning movie of the year. I watched it first at home on HBO Max but had to see and hear it again in theaters when I realized this movie required a complete theatrical experience! The cast was top-notch, and the scale that Denis Villeneuve evoked in every scene was breathtaking. From the moment, Dune starts, it demands a sequel through its world-building, acting, and storylines leaving the audience wanting answers (the fact that it literally begins with the words ""Part One"" helps too). I can't wait to see what comes next!",438631,mooney240,8.0,Positive
"It's crap, really. Nothing works in this movie.",497698,xut,1.0,Negative
"Waited so long for this movie to come out and I was loaded with anticipation. When it finally landed I was so excited to watch it!I must say, it didn't go in the direction that I was expecting (based on the on the other solo movies)... but I was very pleasantly surprised, and it was way better than I was expecting it to be.I thoroughly enjoyed this movie, and it was a fitting tribute yo one of my favourite Marvel Universe characters.",497698,misubisu,9.0,Positive
There wasn't much about black widows history and background. So I really liked this movie. See how the character became her.,497698,SoSmooth1982,7.0,Positive
"Black Widow ist der Beweis, dass auch weiblicher Regisseur nicht unbedingt mit starken Frauenfiguren umzugehen weiß. Der Beweis, dass auch mit einer interessanten MCU-Figur ein uninteressanter Film entstehen kann. Der Film zeigt auch, dass das MCU immer und immer wieder mit schwachen Antagonisten zu kämpfen hat, was bei einem Film, der weniger von seiner coolen Action, als vielmehr von seiner Story lebt einfach noch mehr ins Gewicht fällt. Ja, die Actionszenen des Films sind gut. Florence Pugh fügt sich als Schwester von Black Widow gut in das Universum ein und es ist auch schön mehr über die Vorgeschichte von Black Widow zu erfahren. Am Ende muss man allerdings auch sagen, dass Black Widow kein guter Film ist. Dafür überwiegen leider die genannten Schwächen zu sehr und Marvel hat zuletzt mit seinen starken Serien bewiesen, dass sie auch storylastigere Geschichten packend erzählen können. [Sneakfilm.de]",497698,Gnislew,4.0,Negative
"_Zack Snyder's Justice League_ is able to turn one of the worst superhero movies of all time into a fantastic film filled with great action, heart, and depth.The original 2017 _Justice League_ cut was unbearable to watch, each line of dialogue felt out of place and extremely corny. I was physically cringing at almost every scene. These problems are completely wiped away in the Snyder Cut allowing for a more character focused and emotional telling of the dawn of the Justice League. The entire film is completely different, with scenes completely cut and the order adjusted to have a more organic viewing experience.With a runtime of four hours, I was really nervous of feeling bored or the movie having a large amount of filler to pad the runtime, but that is not the case. Each scene is crafted perfectly to deliver important character depth, allowing the viewer to gain an emotional connection with each of our heroes. Cyborg, Flash, and Aquaman all have very fleshed out introductions, giving the audience a glimpse of their motivations and struggles living in a world with their powers. Cyborg has a tremendous arc with his struggling relationship with his father, which gets great pay off in the end of the film. The Flash feels grounded too with his motivation for fighting crime to help prove his father's innocence. With this new perspective and tone, his quips feel more like that of an immature kid (much like Spider-Man) rather than infused comedy that was forced by the corporate overlords.Batman and Wonder Woman are great in this film, with each giving arguably their best performance as their respective characters. Batman feels like a man who has truly learned from his past mistakes and wants to gather and lead his team rather than divide. Wonder Woman is a confident bad-ass Amazon who's heartfelt and understanding presence is the glue that holds the team together. Aquaman does not have all that much of an arc in this film but has a great lead into his solo movie which is noteworthy.Not only are the hero's more fleshed out but so are the villains. Steppenwolf has an actual motivation that the audience can sympathize with and understand. This leads him to feel more genuine in his conquest to take over the world. Steppenwolf plays really well with the backdrop of Darkseid who is looming in the background of every scene of our villain. It really creates a relationship akin to the Emperor and Darth Vader. The introduction of the life equation adds much more stakes and an emphasis on what the conquest is actually about.The action in this movie is great. The R rating added more room for the scenes to be more brutal and visceral with blood and gore, and even a beheading! While the majority of the film had pretty decent CGI, there were a few scenes that looked really out of place. Especially the ones with Darkseid and his lackies, which reminded me of a character straight out of a PS2 game. This largely had to do with the limited budget and time constraints the Synder Cut was given.This film delivers on Zach Snyder's vision of Justice League, and I am so happy it exists. Although it also brings a sense of sadness as well, because the movie sets up for so much potential for the DCEU and now that future has all but vanished.**Score:** _88%_**Verdict:** _Excellent_",791373,TitanGusang,9.0,Positive
"Yes it IS better than the previous version. There are parts I was a little bored with. There are some characters that were OVER embellished and OVER acted. It was good seeing Wonder Woman move fast ... However Zack musta not known that she CAN fly now thanks to WW84. I was annoyed half the time by Ezra's portrayal of Barry Allen ... But impressed with Cyborg being so much more in depth. For all the hype of DarkSeid ... He fell flat for me... And Steppenwolf was hard to look at sometimes... Being too much CGI. I love seeing the battles with Amazons, Atlantians, and Men vs DarkSeid. I hated Amber Heard period. All that teasing of the Joker for a small 5 minute nightmare scene with Batman being a total jerk was a little let down but Jared Leto played it so perfectly it made me want MORE. Martian Manhunter... I was so happy to see him. So much potential for so much more that could have been done but WB is being Aholes and not letting Zack continue. I love the movie... It was worth it and I am sad we won't get to see more. Thank for killing Justice League WB!",791373,MonsterMartha,8.0,Positive
"**So long but so incredible! DC Comics fans rejoice! As an average movie-goer, it might be a bit too long for you.**Wow! What could have been? This movie provided a master class on stunning visuals, character development, and world-building. It's shocking the disparity between the theatrical release and this movie. Surprisingly even after the 4 hour run time, I was left wanting more. The cast was superb at making these impervious characters with godlike power experience pain, loss, and emotion. The existence of this film is cinematic history in and of itself is a miracle. A director's cut with zero studio interference and such a drastic difference from the studio's original release ever seeing the light of day is astounding. And I am so glad it did. Zack Snyder's Justice League was a superhero epic that created a theatrical masterpiece worthy of DC's greatest heroes.",791373,mooney240,9.0,Positive
"Some HBO Max subscribers were accidentally able to access, 10 days before its premiere, an hour of Zack Snyder's Justice League (2021) before the movie was cut off. This is not a bad strategy. An hour at a time of this gargantuan abomination is more than any thinking person can bear. ZSJL reminds me of Ambrose Bierce's famous book review; “The covers of this book are too far apart.” It doesn't help either that half the movie seems to occur in slow motion.Superman's quote-unquote death has resulted in the reactivation of the “Mother Boxes” and the appearance of Darkseid's servant Steppenwolf on Earth. Steppenwolf hails from Apokolips, a planet that exists on a different plane of existence from the regular DC Universe, in spite of which he speaks perfect English, and his name is a German word for an animal presumably found only on Earth.Steppenwolf retrieves a Mother Box from Themyscira, following a battle of incredible proportions – not because it involves mythological beings and alien deities, but because the world of the Amazons is almost entirely computer generated, its scenery only slightly more sophisticated than an Age of Empires screenshot.How can this movie ask us to believe in a place like Themyscira, when the film itself doesn't seem to have much faith in its existence? This is symptomatic of ZSJL, much of which takes place in a setting completely divorced from the real world – and my complaint is not that it's unrealistic, because ZSJL is fantasy after all; my problem is that it's not real. I mean, it's just not there.Other than as childhood wish fulfillment, true-blue superheroes are very hard – sometimes even impossible, as with the immortal, omnipotent Superman – to identify with or care about; their physical and moral perfection renders them boring and predictable. ZSJL makes it even harder by placing them in front of green/blue screens most of the time, constantly surrounded by wall-to-wall CGI, and unconvincingly engaging enemies who are literally an afterthought – digitally added in post-production, and very poorly at that.And speaking of characters that are nothing short of caricatures, there’s Flash (Ezra Miller). Barry Allen is annoying, irritating, obnoxious, insufferable, grating. He's like a very fast Jar Jar Binks. He's like the bastard son of Andy Dick and French Stewart. If he's so quick, why does it take him so long to get off my screen?All things considered, there's nothing here we haven't seen in Avengers. Darkseid is Thanos, the Mother Boxes are the Infinity Stones, Batman is Ironman, etc., etc. The one difference is that Zack Snyder's Justice League is, though I would not have thought it possible, longer and more boring than any Marvel movie. The only thing that alleviates the overwhelming oppressiveness are the brief interventions of Willem Dafoe and Jeremy Irons, whose considerable talents are wasted on this debacle.",791373,tmdb28039023,1.0,Negative
"Well, the Flash had a back story and one that made him turn out to be not the sniveling coward that he was in the first cut.And it didn't end with that horrible over-dramatic race between Superman and Batman to save more people.And it had more of a plot.So, in the end it's jut a much better movie than the steaming pile that was released...... but you're not supposed to like it because Twitter, Hollywood, the left in general and the media that supports it have all come to the conclusion that fans are evil for being fan. And making a movie that the fans want makes you evil. And the goal is to make movies the fans don't want to see, lose money on it, get praise by critics and lots of Twitter Twits, and then blame the fans for not watching a movie that you didn't make for the fans and made widely announced that you didn't make it.But the fans demanded this, they wanted to see it, the demand caused the studio to release it, and when they did the fans came out to watch it and liked it.So, despite it being far better than the original (and far too long) you are supposed to hate it because of politics... even though there are no politics in the plot.And then there is the fact that it the first release only sucked because of heavy studio interference, and so you can't celebrate as a studio being smart enough to go back and make it better for the franchise, you have to condemn it because the studio can't overcome, because that would be admitting a mistake.You have to hate it, even thought it was pretty good and fantastic compared to the first attempt.So. I don't know, I just think the salvaging that train wreck and proving it can be something watchable is pretty impressive.",791373,GenerationofSwine,10.0,Positive
Let There be Carnage!It is a not bad movie to watch. The story regarding the birth of Carnage is different than the comic but works in the time they used to show this story. The movie does not give a ton of back story on the dual villains in the story but they show the love they have for one another. The movie is short and very fast pace. It also has plenty of comedy between the hosts and the symbiotes. Overall the movie sets up for a Venom 3 and an inclusion of Venom into the MCU. If the relationship between Sony & Marvel can continue to be good fans of the franchise will have a bright future ahead.,580489,bycalvin,7.0,Positive
